id,title,author,location,section,category_name,available,image
384,Introduction to Digital Marketing,Bob Smith,"1st floor, 2nd compartment, 7th box",Section-A (Computer Science),Thriller,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Introduction%2Bto%2BDigital%2BMarketing
385,Fundamentals of Digital Marketing,Ivan Taylor,"1st floor, 1st compartment, 6th box",Section-E(BBA/MBA),Manual,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Fundamentals%2Bof%2BDigital%2BMarketing
386,Exploring Digital Marketing,Eve Brown,"4th floor, 3rd compartment, 5th box",Section-B(Pharmacy),E-Book,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Exploring%2BDigital%2BMarketing
387,Exploring the Stars,Ivan Jones,"4th floor, 3rd compartment, 7th box",Section-E(BBA/MBA),Fiction,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Exploring%2Bthe%2BStars
388,Advanced Ancient Civilizations,Ivan Moore,"1st floor, 5th compartment, 8th box",Section-A (Computer Science),Manual,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Advanced%2BAncient%2BCivilizations
389,Journey to Machine Learning,Charlie Wilson,"3rd floor, 4th compartment, 1st box",Section-E(BBA/MBA),Fantasy,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Journey%2Bto%2BMachine%2BLearning
390,Mystery of the Stars,Judy Wilson,"2nd floor, 3rd compartment, 8th box",Section-B(Pharmacy),E-Book,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Mystery%2Bof%2Bthe%2BStars
391,Advanced Modern Physics,Grace Williams,"3rd floor, 5th compartment, 2nd box",Section-A (Computer Science),Self-Help,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Advanced%2BModern%2BPhysics
392,Art of Ancient Civilizations,Grace Brown,"2nd floor, 5th compartment, 6th box",Section-D(Politics),Programming,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Art%2Bof%2BAncient%2BCivilizations
393,Adventures in Digital Marketing,Frank Davis,"3rd floor, 2nd compartment, 1st box",Section-C (Agriculture),Programming,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Adventures%2Bin%2BDigital%2BMarketing
394,Adventures in Digital Marketing,Eve Brown,"2nd floor, 4th compartment, 3rd box",Section-A (Computer Science),Programming,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Adventures%2Bin%2BDigital%2BMarketing
395,Art of Sustainable Living,Judy Brown,"4th floor, 5th compartment, 4th box",Section-D(Politics),E-Book,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Art%2Bof%2BSustainable%2BLiving
396,Chronicles of Quantum Mechanics,Frank Smith,"2nd floor, 4th compartment, 1st box",Section-C (Agriculture),E-Book,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Chronicles%2Bof%2BQuantum%2BMechanics
397,Art of Ancient Civilizations,Bob Miller,"1st floor, 5th compartment, 3rd box",Section-D(Politics),Programming,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Art%2Bof%2BAncient%2BCivilizations
398,Guide to Digital Marketing,Heidi Davis,"2nd floor, 3rd compartment, 6th box",Section-C (Agriculture),History,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Guide%2Bto%2BDigital%2BMarketing
399,Mystery of Digital Marketing,Alice Smith,"1st floor, 2nd compartment, 5th box",Section-C (Agriculture),Research Paper,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Mystery%2Bof%2BDigital%2BMarketing
400,Mystery of Blockchain,Frank Miller,"3rd floor, 2nd compartment, 4th box",Section-A (Computer Science),Fantasy,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Mystery%2Bof%2BBlockchain
401,Journey to Data Science,Heidi Davis,"4th floor, 5th compartment, 8th box",Section-B(Pharmacy),Fiction,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Journey%2Bto%2BData%2BScience
402,Art of Data Science,Ivan Jones,"2nd floor, 5th compartment, 2nd box",Section-E(BBA/MBA),Thriller,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Art%2Bof%2BData%2BScience
403,Exploring Modern Physics,Grace Jones,"1st floor, 4th compartment, 6th box",Section-C (Agriculture),Biography,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Exploring%2BModern%2BPhysics
404,Fundamentals of Financial Markets,Alice Taylor,"1st floor, 2nd compartment, 2nd box",Section-D(Politics),Science and Technology,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Fundamentals%2Bof%2BFinancial%2BMarkets
405,Adventures in Digital Marketing,Alice Smith,"2nd floor, 5th compartment, 4th box",Section-A (Computer Science),Fantasy,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Adventures%2Bin%2BDigital%2BMarketing
406,Fundamentals of Digital Marketing,Alice Miller,"3rd floor, 1st compartment, 4th box",Section-C (Agriculture),Thriller,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Fundamentals%2Bof%2BDigital%2BMarketing
407,History of Blockchain,Judy Wilson,"4th floor, 2nd compartment, 3rd box",Section-D(Politics),Science and Technology,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=History%2Bof%2BBlockchain
408,Fundamentals of Modern Physics,Frank Davis,"2nd floor, 2nd compartment, 5th box",Section-A (Computer Science),Fiction,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Fundamentals%2Bof%2BModern%2BPhysics
409,Chronicles of Blockchain,Grace Brown,"2nd floor, 3rd compartment, 2nd box",Section-A (Computer Science),Biography,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Chronicles%2Bof%2BBlockchain
410,Adventures in Sustainable Living,Grace Williams,"4th floor, 5th compartment, 3rd box",Section-C (Agriculture),Research Paper,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Adventures%2Bin%2BSustainable%2BLiving
411,The Secret the Stars,Heidi Davis,"2nd floor, 5th compartment, 4th box",Section-A (Computer Science),Fantasy,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=The%2BSecret%2Bthe%2BStars
412,Advanced Quantum Mechanics,Heidi Jones,"2nd floor, 4th compartment, 6th box",Section-E(BBA/MBA),Fiction,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Advanced%2BQuantum%2BMechanics
413,Guide to the Stars,Grace Williams,"3rd floor, 1st compartment, 1st box",Section-D(Politics),Programming,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Guide%2Bto%2Bthe%2BStars
414,History of Human Behavior,Judy Williams,"4th floor, 2nd compartment, 4th box",Section-D(Politics),History,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=History%2Bof%2BHuman%2BBehavior
415,The Secret Digital Marketing,Judy Johnson,"4th floor, 5th compartment, 3rd box",Section-D(Politics),Research Paper,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=The%2BSecret%2BDigital%2BMarketing
416,Understanding Human Behavior,Diana Brown,"2nd floor, 3rd compartment, 1st box",Section-A (Computer Science),Business,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Understanding%2BHuman%2BBehavior
417,The Secret Sustainable Living,Eve Taylor,"1st floor, 4th compartment, 8th box",Section-B(Pharmacy),Fiction,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=The%2BSecret%2BSustainable%2BLiving
418,Advanced the Stars,Charlie Johnson,"1st floor, 2nd compartment, 7th box",Section-A (Computer Science),Fantasy,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Advanced%2Bthe%2BStars
419,Understanding Human Behavior,Charlie Johnson,"1st floor, 2nd compartment, 5th box",Section-E(BBA/MBA),Manual,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Understanding%2BHuman%2BBehavior
420,The Secret Artificial Intelligence,Charlie Williams,"1st floor, 3rd compartment, 4th box",Section-A (Computer Science),E-Book,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=The%2BSecret%2BArtificial%2BIntelligence
421,Adventures in Sustainable Living,Alice Johnson,"1st floor, 3rd compartment, 7th box",Section-D(Politics),Research Paper,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Adventures%2Bin%2BSustainable%2BLiving
422,Science of Modern Physics,Frank Brown,"2nd floor, 2nd compartment, 8th box",Section-B(Pharmacy),Science and Technology,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Science%2Bof%2BModern%2BPhysics
423,History of Blockchain,Grace Jones,"1st floor, 3rd compartment, 5th box",Section-E(BBA/MBA),Fantasy,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=History%2Bof%2BBlockchain
424,Science of Financial Markets,Frank Jones,"4th floor, 1st compartment, 3rd box",Section-C (Agriculture),Fantasy,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Science%2Bof%2BFinancial%2BMarkets
425,Adventures in Data Science,Diana Wilson,"2nd floor, 4th compartment, 5th box",Section-B(Pharmacy),Article,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Adventures%2Bin%2BData%2BScience
426,Adventures in Financial Markets,Ivan Miller,"3rd floor, 5th compartment, 3rd box",Section-D(Politics),History,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Adventures%2Bin%2BFinancial%2BMarkets
427,Art of Ancient Civilizations,Judy Wilson,"1st floor, 1st compartment, 3rd box",Section-D(Politics),Research Paper,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Art%2Bof%2BAncient%2BCivilizations
428,Introduction to Artificial Intelligence,Diana Davis,"1st floor, 1st compartment, 6th box",Section-D(Politics),Business,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Introduction%2Bto%2BArtificial%2BIntelligence
429,The Secret Data Science,Frank Davis,"2nd floor, 3rd compartment, 5th box",Section-C (Agriculture),Self-Help,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=The%2BSecret%2BData%2BScience
430,Fundamentals of Data Science,Alice Smith,"3rd floor, 1st compartment, 4th box",Section-D(Politics),E-Book,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Fundamentals%2Bof%2BData%2BScience
431,Art of Financial Markets,Eve Johnson,"3rd floor, 4th compartment, 4th box",Section-C (Agriculture),Biography,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Art%2Bof%2BFinancial%2BMarkets
432,Adventures in Digital Marketing,Judy Jones,"3rd floor, 5th compartment, 4th box",Section-C (Agriculture),Research Paper,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Adventures%2Bin%2BDigital%2BMarketing
433,Guide to the Stars,Alice Davis,"4th floor, 2nd compartment, 4th box",Section-E(BBA/MBA),Thriller,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Guide%2Bto%2Bthe%2BStars
434,Art of Modern Physics,Grace Moore,"2nd floor, 4th compartment, 5th box",Section-A (Computer Science),Thriller,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Art%2Bof%2BModern%2BPhysics
435,Science of Ancient Civilizations,Alice Miller,"3rd floor, 4th compartment, 2nd box",Section-E(BBA/MBA),Research Paper,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Science%2Bof%2BAncient%2BCivilizations
436,Fundamentals of Quantum Mechanics,Heidi Brown,"3rd floor, 5th compartment, 8th box",Section-A (Computer Science),Thriller,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Fundamentals%2Bof%2BQuantum%2BMechanics
437,Adventures in Modern Physics,Bob Wilson,"1st floor, 3rd compartment, 1st box",Section-A (Computer Science),Biography,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Adventures%2Bin%2BModern%2BPhysics
438,Art of Sustainable Living,Bob Williams,"3rd floor, 4th compartment, 8th box",Section-C (Agriculture),History,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Art%2Bof%2BSustainable%2BLiving
439,Introduction to Ancient Civilizations,Ivan Brown,"3rd floor, 5th compartment, 8th box",Section-C (Agriculture),Fantasy,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Introduction%2Bto%2BAncient%2BCivilizations
440,Science of Financial Markets,Alice Brown,"4th floor, 3rd compartment, 4th box",Section-B(Pharmacy),Programming,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Science%2Bof%2BFinancial%2BMarkets
441,Journey to Machine Learning,Alice Williams,"3rd floor, 1st compartment, 7th box",Section-C (Agriculture),Programming,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Journey%2Bto%2BMachine%2BLearning
442,Advanced Ancient Civilizations,Bob Davis,"1st floor, 4th compartment, 2nd box",Section-E(BBA/MBA),Thriller,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Advanced%2BAncient%2BCivilizations
443,Adventures in Sustainable Living,Judy Miller,"2nd floor, 3rd compartment, 1st box",Section-A (Computer Science),Fiction,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Adventures%2Bin%2BSustainable%2BLiving
444,Mystery of Machine Learning,Judy Williams,"1st floor, 2nd compartment, 1st box",Section-A (Computer Science),Science and Technology,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Mystery%2Bof%2BMachine%2BLearning
445,Guide to Artificial Intelligence,Grace Moore,"2nd floor, 1st compartment, 7th box",Section-C (Agriculture),Manual,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Guide%2Bto%2BArtificial%2BIntelligence
446,Guide to Human Behavior,Ivan Johnson,"4th floor, 1st compartment, 7th box",Section-E(BBA/MBA),Research Paper,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Guide%2Bto%2BHuman%2BBehavior
447,Science of Machine Learning,Ivan Brown,"3rd floor, 2nd compartment, 7th box",Section-B(Pharmacy),Programming,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Science%2Bof%2BMachine%2BLearning
448,Understanding Modern Physics,Heidi Davis,"1st floor, 4th compartment, 1st box",Section-C (Agriculture),E-Book,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Understanding%2BModern%2BPhysics
449,Journey to Sustainable Living,Diana Davis,"2nd floor, 2nd compartment, 5th box",Section-E(BBA/MBA),Biography,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Journey%2Bto%2BSustainable%2BLiving
450,Understanding Ancient Civilizations,Ivan Williams,"1st floor, 1st compartment, 8th box",Section-C (Agriculture),Programming,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Understanding%2BAncient%2BCivilizations
451,Introduction to Human Behavior,Ivan Davis,"3rd floor, 3rd compartment, 7th box",Section-D(Politics),Article,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Introduction%2Bto%2BHuman%2BBehavior
452,Fundamentals of Ancient Civilizations,Alice Brown,"4th floor, 5th compartment, 1st box",Section-C (Agriculture),Business,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Fundamentals%2Bof%2BAncient%2BCivilizations
453,History of Blockchain,Bob Davis,"3rd floor, 4th compartment, 8th box",Section-D(Politics),History,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=History%2Bof%2BBlockchain
454,Introduction to Ancient Civilizations,Grace Williams,"1st floor, 1st compartment, 8th box",Section-D(Politics),Fiction,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Introduction%2Bto%2BAncient%2BCivilizations
455,Science of Ancient Civilizations,Judy Wilson,"3rd floor, 1st compartment, 5th box",Section-E(BBA/MBA),Article,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Science%2Bof%2BAncient%2BCivilizations
456,Exploring Artificial Intelligence,Diana Taylor,"4th floor, 5th compartment, 5th box",Section-E(BBA/MBA),Programming,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Exploring%2BArtificial%2BIntelligence
457,Journey to the Stars,Alice Jones,"2nd floor, 4th compartment, 4th box",Section-C (Agriculture),Research Paper,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Journey%2Bto%2Bthe%2BStars
458,Chronicles of the Stars,Eve Wilson,"4th floor, 5th compartment, 6th box",Section-B(Pharmacy),Biography,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Chronicles%2Bof%2Bthe%2BStars
459,The Secret Modern Physics,Ivan Jones,"1st floor, 5th compartment, 2nd box",Section-C (Agriculture),Fantasy,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=The%2BSecret%2BModern%2BPhysics
460,Journey to Digital Marketing,Charlie Moore,"2nd floor, 1st compartment, 2nd box",Section-E(BBA/MBA),Programming,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Journey%2Bto%2BDigital%2BMarketing
461,Art of Ancient Civilizations,Ivan Smith,"2nd floor, 5th compartment, 5th box",Section-B(Pharmacy),Self-Help,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Art%2Bof%2BAncient%2BCivilizations
462,Adventures in Financial Markets,Diana Johnson,"3rd floor, 1st compartment, 2nd box",Section-A (Computer Science),Fantasy,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Adventures%2Bin%2BFinancial%2BMarkets
463,Understanding Ancient Civilizations,Judy Brown,"4th floor, 4th compartment, 6th box",Section-B(Pharmacy),Research Paper,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Understanding%2BAncient%2BCivilizations
464,Guide to Machine Learning,Judy Miller,"4th floor, 2nd compartment, 2nd box",Section-E(BBA/MBA),Business,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Guide%2Bto%2BMachine%2BLearning
465,Science of Data Science,Grace Johnson,"2nd floor, 3rd compartment, 7th box",Section-E(BBA/MBA),Article,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Science%2Bof%2BData%2BScience
466,The Secret Modern Physics,Frank Wilson,"3rd floor, 5th compartment, 3rd box",Section-C (Agriculture),Business,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=The%2BSecret%2BModern%2BPhysics
467,History of Modern Physics,Frank Moore,"1st floor, 1st compartment, 7th box",Section-C (Agriculture),History,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=History%2Bof%2BModern%2BPhysics
468,Advanced Machine Learning,Diana Miller,"4th floor, 5th compartment, 3rd box",Section-E(BBA/MBA),Business,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Advanced%2BMachine%2BLearning
469,Mystery of Sustainable Living,Frank Brown,"2nd floor, 1st compartment, 3rd box",Section-A (Computer Science),History,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Mystery%2Bof%2BSustainable%2BLiving
470,Chronicles of Data Science,Ivan Taylor,"2nd floor, 5th compartment, 2nd box",Section-A (Computer Science),Article,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Chronicles%2Bof%2BData%2BScience
471,Understanding Human Behavior,Charlie Smith,"3rd floor, 5th compartment, 1st box",Section-C (Agriculture),E-Book,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Understanding%2BHuman%2BBehavior
472,Introduction to Machine Learning,Grace Taylor,"1st floor, 1st compartment, 8th box",Section-C (Agriculture),Article,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Introduction%2Bto%2BMachine%2BLearning
473,Understanding Digital Marketing,Bob Moore,"2nd floor, 4th compartment, 3rd box",Section-D(Politics),Manual,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Understanding%2BDigital%2BMarketing
474,Fundamentals of Digital Marketing,Ivan Smith,"3rd floor, 2nd compartment, 2nd box",Section-D(Politics),Research Paper,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Fundamentals%2Bof%2BDigital%2BMarketing
475,Science of Artificial Intelligence,Heidi Miller,"2nd floor, 2nd compartment, 8th box",Section-D(Politics),E-Book,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Science%2Bof%2BArtificial%2BIntelligence
476,Fundamentals of Machine Learning,Ivan Williams,"1st floor, 3rd compartment, 2nd box",Section-A (Computer Science),Article,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Fundamentals%2Bof%2BMachine%2BLearning
477,Art of Ancient Civilizations,Heidi Davis,"1st floor, 1st compartment, 2nd box",Section-A (Computer Science),Thriller,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Art%2Bof%2BAncient%2BCivilizations
478,Guide to Financial Markets,Ivan Taylor,"1st floor, 5th compartment, 7th box",Section-B(Pharmacy),Biography,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Guide%2Bto%2BFinancial%2BMarkets
479,Mystery of Ancient Civilizations,Grace Williams,"2nd floor, 5th compartment, 4th box",Section-B(Pharmacy),History,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Mystery%2Bof%2BAncient%2BCivilizations
480,Fundamentals of Machine Learning,Charlie Davis,"4th floor, 1st compartment, 7th box",Section-C (Agriculture),Research Paper,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Fundamentals%2Bof%2BMachine%2BLearning
481,Journey to Sustainable Living,Ivan Jones,"1st floor, 3rd compartment, 4th box",Section-D(Politics),Fiction,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Journey%2Bto%2BSustainable%2BLiving
482,Exploring Quantum Mechanics,Alice Jones,"1st floor, 5th compartment, 3rd box",Section-B(Pharmacy),Article,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Exploring%2BQuantum%2BMechanics
483,Introduction to Machine Learning,Judy Jones,"4th floor, 2nd compartment, 3rd box",Section-D(Politics),Research Paper,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Introduction%2Bto%2BMachine%2BLearning
484,Introduction to Human Behavior,Judy Jones,"4th floor, 2nd compartment, 6th box",Section-D(Politics),Programming,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Introduction%2Bto%2BHuman%2BBehavior
485,Exploring Financial Markets,Frank Wilson,"3rd floor, 5th compartment, 8th box",Section-A (Computer Science),E-Book,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Exploring%2BFinancial%2BMarkets
486,Understanding Financial Markets,Diana Davis,"2nd floor, 2nd compartment, 8th box",Section-D(Politics),Research Paper,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Understanding%2BFinancial%2BMarkets
487,Fundamentals of Digital Marketing,Eve Taylor,"2nd floor, 3rd compartment, 2nd box",Section-E(BBA/MBA),Biography,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Fundamentals%2Bof%2BDigital%2BMarketing
488,Fundamentals of Data Science,Charlie Miller,"3rd floor, 1st compartment, 4th box",Section-A (Computer Science),Science and Technology,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Fundamentals%2Bof%2BData%2BScience
489,The Secret Digital Marketing,Charlie Williams,"4th floor, 3rd compartment, 8th box",Section-B(Pharmacy),E-Book,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=The%2BSecret%2BDigital%2BMarketing
490,History of Machine Learning,Heidi Williams,"4th floor, 3rd compartment, 4th box",Section-D(Politics),Fiction,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=History%2Bof%2BMachine%2BLearning
491,Mystery of Modern Physics,Ivan Wilson,"2nd floor, 5th compartment, 1st box",Section-A (Computer Science),Article,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Mystery%2Bof%2BModern%2BPhysics
492,Art of Human Behavior,Judy Davis,"2nd floor, 1st compartment, 5th box",Section-D(Politics),Biography,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Art%2Bof%2BHuman%2BBehavior
493,Adventures in Quantum Mechanics,Judy Taylor,"1st floor, 5th compartment, 8th box",Section-A (Computer Science),Self-Help,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Adventures%2Bin%2BQuantum%2BMechanics
494,Understanding Sustainable Living,Charlie Davis,"1st floor, 1st compartment, 4th box",Section-B(Pharmacy),Manual,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Understanding%2BSustainable%2BLiving
495,Mystery of Sustainable Living,Eve Wilson,"3rd floor, 2nd compartment, 3rd box",Section-C (Agriculture),Business,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Mystery%2Bof%2BSustainable%2BLiving
496,Chronicles of Ancient Civilizations,Heidi Jones,"3rd floor, 3rd compartment, 3rd box",Section-C (Agriculture),History,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Chronicles%2Bof%2BAncient%2BCivilizations
497,Mystery of Data Science,Frank Wilson,"2nd floor, 3rd compartment, 6th box",Section-D(Politics),History,FALSE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Mystery%2Bof%2BData%2BScience
498,Understanding Modern Physics,Frank Jones,"1st floor, 4th compartment, 6th box",Section-C (Agriculture),Programming,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Understanding%2BModern%2BPhysics
499,Advanced Digital Marketing,Eve Miller,"2nd floor, 2nd compartment, 6th box",Section-D(Politics),Research Paper,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Advanced%2BDigital%2BMarketing
500,Adventures in Quantum Mechanics,Alice Jones,"4th floor, 5th compartment, 6th box",Section-A (Computer Science),Research Paper,TRUE,https://placehold.co/120x180/E0E7FF/4C51BF?text=Adventures%2Bin%2BQuantum%2BMechanics
